buy, 2023-11-06 00:00:00, 3028.0926, 3058.411
sell, 2023-11-24 00:00:00, 3056.5382, 3040.972
buy, 2023-12-29 00:00:00, 2932.389, 2974.935
sell, 2024-01-05 00:00:00, 2957.598, 2929.183
buy, 2024-01-25 00:00:00, 2817.2952, 2906.109
sell, 2024-01-29 00:00:00, 2858.2871999999998, 2883.356
buy, 2024-02-08 00:00:00, 2783.4844, 2865.903
sell, 2024-03-25 00:00:00, 3058.779, 3026.306
buy, 2024-04-01 00:00:00, 3030.7660000000005, 3077.379
sell, 2024-04-08 00:00:00, 3061.9708, 3047.053
buy, 2024-04-15 00:00:00, 3037.394, 3057.378
sell, 2024-04-16 00:00:00, 3029.1002000000003, 3007.068
buy, 2024-04-17 00:00:00, 3037.9094, 3071.381
sell, 2024-04-22 00:00:00, 3052.5060000000003, 3044.595
buy, 2024-04-24 00:00:00, 3050.1762, 3044.822
sell, 2024-05-23 00:00:00, 3151.6128, 3116.387
buy, 2024-07-16 00:00:00, 2966.2722000000003, 2976.304
sell, 2024-07-17 00:00:00, 2970.9704, 2962.855
buy, 2024-07-18 00:00:00, 2972.3196, 2977.133
sell, 2024-07-22 00:00:00, 2972.5634, 2964.216
buy, 2024-08-19 00:00:00, 2873.8124, 2893.674
sell, 2024-08-20 00:00:00, 2873.5554, 2866.661
buy, 2024-09-24 00:00:00, 2760.4322, 2863.126
sell, 2024-11-15 00:00:00, 3408.3758000000003, 3330.726
buy, 2024-11-20 00:00:00, 3349.6826, 3367.989
sell, 2024-11-22 00:00:00, 3335.0888000000004, 3267.192
buy, 2024-12-02 00:00:00, 3311.1344, 3363.982
sell, 2024-12-23 00:00:00, 3366.6104, 3351.257
buy, 2024-12-24 00:00:00, 3373.0190000000002, 3393.528
sell, 2024-12-31 00:00:00, 3390.1315999999997, 3351.763
