sell, 2023-11-02 00:00:00, 3018.1182, 3009.406
buy, 2023-11-22 00:00:00, 3057.031, 3043.611
sell, 2023-11-23 00:00:00, 3059.2169999999996, 3061.856
buy, 2023-11-24 00:00:00, 3056.5382, 3040.972
sell, 2023-12-12 00:00:00, 2979.915, 3003.438
buy, 2023-12-13 00:00:00, 2979.8806, 2968.761
sell, 2023-12-28 00:00:00, 2920.357, 2954.704
buy, 2024-01-05 00:00:00, 2957.598, 2929.183
sell, 2024-01-25 00:00:00, 2817.2952, 2906.109
buy, 2024-01-30 00:00:00, 2870.1974, 2830.527
sell, 2024-02-07 00:00:00, 2764.4518, 2829.696
buy, 2024-03-14 00:00:00, 3050.4955999999997, 3038.234
sell, 2024-03-15 00:00:00, 3052.219, 3054.636
buy, 2024-03-22 00:00:00, 3070.5029999999997, 3048.034
sell, 2024-04-01 00:00:00, 3030.7660000000005, 3077.379
buy, 2024-04-10 00:00:00, 3053.4359999999997, 3027.335
sell, 2024-04-15 00:00:00, 3037.394, 3057.378
buy, 2024-04-16 00:00:00, 3029.1002000000003, 3007.068
sell, 2024-04-17 00:00:00, 3037.9094, 3071.381
buy, 2024-04-22 00:00:00, 3052.5060000000003, 3044.595
sell, 2024-04-24 00:00:00, 3050.1762, 3044.822
buy, 2024-05-15 00:00:00, 3144.5128, 3119.902
sell, 2024-05-17 00:00:00, 3138.0248, 3154.026
buy, 2024-05-23 00:00:00, 3151.6128, 3116.387
sell, 2024-07-01 00:00:00, 2966.1012, 2994.73
buy, 2024-07-04 00:00:00, 2979.8174, 2957.567
sell, 2024-07-11 00:00:00, 2948.3012, 2970.387
buy, 2024-07-23 00:00:00, 2960.3764, 2915.369
sell, 2024-07-31 00:00:00, 2897.5065999999997, 2938.749
buy, 2024-08-02 00:00:00, 2909.5238, 2905.338
sell, 2024-08-15 00:00:00, 2863.2714, 2877.358
buy, 2024-08-20 00:00:00, 2873.5554, 2866.661
sell, 2024-09-23 00:00:00, 2728.625, 2748.918
buy, 2024-10-16 00:00:00, 3241.6454, 3202.948
sell, 2024-10-18 00:00:00, 3223.902, 3261.563
buy, 2024-10-21 00:00:00, 3220.6594, 3268.11
sell, 2024-10-22 00:00:00, 3237.5744000000004, 3285.867
buy, 2024-10-30 00:00:00, 3290.9612, 3266.238
sell, 2024-10-31 00:00:00, 3290.8733999999995, 3279.824
buy, 2024-11-01 00:00:00, 3285.3362, 3272.014
sell, 2024-11-04 00:00:00, 3282.9379999999996, 3310.207
buy, 2024-11-14 00:00:00, 3432.6899999999996, 3379.839
sell, 2024-11-29 00:00:00, 3291.09, 3326.456
buy, 2024-12-13 00:00:00, 3422.2126, 3391.878
sell, 2024-12-24 00:00:00, 3373.0190000000002, 3393.528
buy, 2024-12-31 00:00:00, 3390.1315999999997, 3351.763
sell, 2025-01-16 00:00:00, 3206.6736, 3236.032
buy, 2025-01-22 00:00:00, 3235.6956, 3213.624
sell, 2025-01-23 00:00:00, 3234.522, 3230.164
