buy, 2023-11-03 00:00:00, 3018.1182, 3030.798
sell, 2023-11-10 00:00:00, 3050.4262, 3038.97
buy, 2023-11-14 00:00:00, 3049.685, 3056.07
sell, 2023-11-16 00:00:00, 3053.5373999999997, 3050.926
buy, 2023-11-17 00:00:00, 3053.0668, 3054.366
sell, 2023-11-22 00:00:00, 3062.8758000000003, 3043.611
buy, 2023-11-23 00:00:00, 3057.031, 3061.856
sell, 2023-11-24 00:00:00, 3059.2169999999996, 3040.972
buy, 2023-12-11 00:00:00, 2979.9816, 2991.439
sell, 2023-12-13 00:00:00, 2979.915, 2968.761
buy, 2023-12-27 00:00:00, 2910.6584000000003, 2914.614
sell, 2024-01-04 00:00:00, 2954.7552, 2954.349
buy, 2024-01-15 00:00:00, 2885.4236, 2886.291
sell, 2024-01-17 00:00:00, 2885.3218, 2833.615
buy, 2024-01-24 00:00:00, 2807.7988, 2820.772
sell, 2024-01-30 00:00:00, 2858.2871999999998, 2830.527
buy, 2024-02-06 00:00:00, 2764.4304, 2789.486
sell, 2024-02-28 00:00:00, 2987.3396000000002, 2957.852
buy, 2024-02-29 00:00:00, 2988.7187999999996, 3015.171
sell, 2024-03-07 00:00:00, 3033.8442, 3027.401
buy, 2024-03-08 00:00:00, 3036.2902, 3046.019
sell, 2024-03-13 00:00:00, 3047.5482, 3043.835
buy, 2024-03-15 00:00:00, 3050.4955999999997, 3054.636
sell, 2024-03-22 00:00:00, 3071.8234, 3048.034
buy, 2024-03-29 00:00:00, 3021.9248000000002, 3041.167
sell, 2024-04-08 00:00:00, 3054.693, 3047.053
buy, 2024-04-15 00:00:00, 3035.329, 3057.378
sell, 2024-04-16 00:00:00, 3037.394, 3007.068
buy, 2024-04-17 00:00:00, 3029.1002000000003, 3071.381
sell, 2024-04-22 00:00:00, 3055.0625999999997, 3044.595
buy, 2024-04-25 00:00:00, 3050.1762, 3052.9
sell, 2024-05-14 00:00:00, 3146.6212, 3145.774
buy, 2024-05-17 00:00:00, 3138.129, 3154.026
sell, 2024-05-23 00:00:00, 3152.8156, 3116.387
buy, 2024-06-18 00:00:00, 3028.5912, 3030.246
sell, 2024-06-19 00:00:00, 3029.0314, 3018.049
buy, 2024-06-28 00:00:00, 2965.922, 2967.403
sell, 2024-07-04 00:00:00, 2977.4744, 2957.567
buy, 2024-07-11 00:00:00, 2945.7372, 2970.387
sell, 2024-07-17 00:00:00, 2966.2722000000003, 2962.855
buy, 2024-07-18 00:00:00, 2970.9704, 2977.133
sell, 2024-07-22 00:00:00, 2974.5224, 2964.216
buy, 2024-07-31 00:00:00, 2890.1472000000003, 2938.749
sell, 2024-08-02 00:00:00, 2906.6356, 2905.338
buy, 2024-08-13 00:00:00, 2865.4836, 2867.946
sell, 2024-08-14 00:00:00, 2865.6159999999995, 2850.654
buy, 2024-08-15 00:00:00, 2861.7799999999997, 2877.358
sell, 2024-08-20 00:00:00, 2873.8124, 2866.661
buy, 2024-09-19 00:00:00, 2720.8962, 2736.022
sell, 2024-10-11 00:00:00, 3294.917, 3217.738
buy, 2024-10-18 00:00:00, 3215.1369999999997, 3261.563
sell, 2024-10-29 00:00:00, 3298.1661999999997, 3286.407
buy, 2024-11-04 00:00:00, 3285.3362, 3310.207
sell, 2024-11-12 00:00:00, 3432.7634, 3421.97
buy, 2024-11-20 00:00:00, 3363.9404000000004, 3367.989
sell, 2024-11-22 00:00:00, 3347.7956, 3267.192
buy, 2024-11-27 00:00:00, 3305.8204000000005, 3309.779
sell, 2024-12-13 00:00:00, 3424.6521999999995, 3391.878
buy, 2024-12-24 00:00:00, 3366.6104, 3393.528
sell, 2024-12-31 00:00:00, 3398.4846, 3351.763
buy, 2025-01-14 00:00:00, 3200.0968000000003, 3240.94
sell, 2025-01-22 00:00:00, 3238.3941999999997, 3213.624
